,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,hydro,solar,other
0,2025-05-05 00:00:00,2025-05-08 22:24:46,3.0,702.32,1587.0,300.0,0.0,155.0,27.0,71.0
1,2025-05-05 01:00:00,2025-05-08 22:24:46,3.0,738.68,1533.0,283.0,1.0,72.0,0.0,71.0
2,2025-05-05 02:00:00,2025-05-08 22:24:46,3.0,741.17,1531.0,266.0,0.0,71.0,0.0,72.0
3,2025-05-05 03:00:00,2025-05-08 22:24:46,3.0,747.14,1307.0,245.0,0.0,40.0,0.0,70.0
4,2025-05-05 04:00:00,2025-05-08 22:24:46,3.0,756.48,1179.0,266.0,0.0,0.0,0.0,71.0
5,2025-05-05 05:00:00,2025-05-08 22:24:46,3.0,754.0,1062.0,251.0,0.0,0.0,0.0,71.0
6,2025-05-05 06:00:00,2025-05-08 22:24:46,3.0,739.94,921.0,284.0,0.0,0.0,0.0,69.0
7,2025-05-05 07:00:00,2025-05-08 22:24:46,3.0,731.53,842.0,299.0,0.0,0.0,0.0,72.0
8,2025-05-05 08:00:00,2025-05-08 22:24:46,3.0,742.51,821.0,237.0,0.0,1.0,0.0,72.0
9,2025-05-05 09:00:00,2025-05-08 22:24:46,3.0,736.98,817.0,264.0,0.0,0.0,0.0,71.0
10,2025-05-05 10:00:00,2025-05-08 22:24:46,3.0,731.2,889.0,318.0,0.0,0.0,0.0,72.0
11,2025-05-05 11:00:00,2025-05-08 22:24:46,3.0,758.38,1169.0,245.0,0.0,0.0,3.0,71.0
12,2025-05-05 12:00:00,2025-05-08 22:24:46,3.0,731.73,1182.0,246.0,0.0,0.0,62.0,72.0
13,2025-05-05 13:00:00,2025-05-08 22:24:46,3.0,689.96,1189.0,235.0,0.0,0.0,168.0,73.0
14,2025-05-05 14:00:00,2025-05-08 22:24:46,3.0,663.79,1151.0,256.0,0.0,0.0,223.0,74.0
15,2025-05-05 15:00:00,2025-05-08 22:24:46,3.0,662.31,1133.0,236.0,0.0,0.0,228.0,73.0
16,2025-05-05 16:00:00,2025-05-08 22:24:46,3.0,673.54,1255.0,286.0,0.0,0.0,212.0,73.0
17,2025-05-05 17:00:00,2025-05-08 22:24:46,3.0,691.9,1393.0,294.0,0.0,0.0,185.0,73.0
18,2025-05-05 18:00:00,2025-05-08 22:24:46,3.0,676.0,1382.0,296.0,0.0,0.0,231.0,75.0
19,2025-05-05 19:00:00,2025-05-08 22:24:46,3.0,662.18,1418.0,299.0,0.0,45.0,237.0,71.0
20,2025-05-05 20:00:00,2025-05-08 22:24:46,3.0,643.85,1440.0,294.0,0.0,142.0,208.0,74.0
21,2025-05-05 21:00:00,2025-05-08 22:24:46,3.0,644.27,1490.0,285.0,0.0,153.0,212.0,73.0
22,2025-05-05 22:00:00,2025-05-08 22:24:46,3.0,644.83,1517.0,285.0,0.0,153.0,218.0,75.0
23,2025-05-05 23:00:00,2025-05-08 22:24:46,3.0,666.22,1607.0,312.0,0.0,153.0,155.0,71.0
24,2025-05-06 00:00:00,2025-05-08 22:24:46,3.0,706.93,1723.0,301.0,0.0,156.0,34.0,70.0
25,2025-05-06 01:00:00,2025-05-08 22:24:46,3.0,721.59,1628.0,292.0,0.5,114.0,17.0,70.5
26,2025-05-06 02:00:00,2025-05-08 22:24:46,3.0,730.94,1579.5,279.0,0.25,92.5,8.5,71.25
27,2025-05-06 03:00:00,2025-05-08 22:24:46,3.0,738.23,1443.25,262.0,0.125,66.25,4.25,70.625
28,2025-05-06 04:00:00,2025-05-08 22:24:46,3.0,746.46,1311.125,264.0,0.0625,33.125,2.125,70.8125
29,2025-05-06 05:00:00,2025-05-08 22:24:46,3.0,749.86,1186.5625,257.5,0.03125,16.5625,1.0625,70.90625
30,2025-05-06 06:00:00,2025-05-08 22:24:46,3.0,745.36,1053.78125,270.75,0.015625,8.28125,0.53125,69.953125
31,2025-05-06 07:00:00,2025-05-08 22:24:46,3.0,738.95,947.890625,284.875,0.0078125,4.140625,0.265625,70.9765625
32,2025-05-06 08:00:00,2025-05-08 22:24:46,3.0,740.6,884.4453125,260.9375,0.00390625,2.5703125,0.1328125,71.48828125
33,2025-05-06 09:00:00,2025-05-08 22:24:46,3.0,738.84,850.72265625,262.46875,0.001953125,1.28515625,0.06640625,71.244140625
