UTC time,solar,nat_gas,coal,wind
2025-04-19 00:00:00,29.0,991.0,0.0,458.0
2025-04-19 01:00:00,69.0,1079.0,0.0,454.0
2025-04-19 02:00:00,0.0,1295.0,0.0,458.0
2025-04-19 03:00:00,0.0,1338.0,0.0,458.0
2025-04-19 04:00:00,0.0,1345.0,0.0,415.0
2025-04-19 05:00:00,0.0,1338.0,0.0,426.0
2025-04-19 06:00:00,0.0,1343.0,0.0,447.0
2025-04-19 07:00:00,0.0,1350.0,0.0,458.0
2025-04-19 08:00:00,0.0,1344.0,0.0,457.0
2025-04-19 09:00:00,0.0,1306.0,0.0,456.0
2025-04-19 10:00:00,0.0,1331.0,0.0,456.0
2025-04-19 11:00:00,0.0,1336.0,0.0,454.0
2025-04-19 12:00:00,0.0,1348.0,0.0,457.0
2025-04-19 13:00:00,0.0,1350.0,0.0,455.0
2025-04-19 14:00:00,17.0,1325.0,0.0,447.0
2025-04-19 15:00:00,86.0,1070.0,0.0,410.0
2025-04-19 16:00:00,126.0,887.0,0.0,393.0
2025-04-19 17:00:00,134.0,872.0,0.0,335.0
2025-04-19 18:00:00,139.0,917.0,0.0,357.0
2025-04-19 19:00:00,145.0,931.0,0.0,330.0
2025-04-19 20:00:00,148.0,873.0,0.0,386.0
2025-04-19 21:00:00,148.0,924.0,0.0,383.0
2025-04-19 22:00:00,147.0,937.0,0.0,296.0
2025-04-19 23:00:00,148.0,946.0,0.0,392.0
2025-04-20 00:00:00,144.0,1107.0,0.0,318.0
2025-04-20 01:00:00,106.5,1093.0,0.0,386.0
2025-04-20 02:00:00,53.25,1194.0,0.0,422.0
2025-04-20 03:00:00,26.625,1266.0,0.0,440.0
2025-04-20 04:00:00,13.3125,1305.5,0.0,427.5
2025-04-20 05:00:00,6.65625,1321.75,0.0,426.75
2025-04-20 06:00:00,3.328125,1332.375,0.0,436.875
2025-04-20 07:00:00,1.6640625,1341.1875,0.0,447.4375
2025-04-20 08:00:00,0.83203125,1342.59375,0.0,452.21875
2025-04-20 09:00:00,0.416015625,1324.296875,0.0,454.109375
2025-04-20 10:00:00,0.2080078125,1327.6484375,0.0,455.0546875
2025-04-20 11:00:00,0.10400390625,1331.82421875,0.0,454.52734375
2025-04-20 12:00:00,0.052001953125,1339.912109375,0.0,455.763671875
2025-04-20 13:00:00,0.0260009765625,1344.9560546875,0.0,455.3818359375
2025-04-20 14:00:00,8.51300048828125,1334.97802734375,0.0,451.19091796875
2025-04-20 15:00:00,47.256500244140625,1202.489013671875,0.0,430.595458984375
2025-04-20 16:00:00,86.62825012207031,1044.7445068359375,0.0,411.7977294921875
2025-04-20 17:00:00,110.31412506103516,958.3722534179688,0.0,373.39886474609375
2025-04-20 18:00:00,124.65706253051758,937.6861267089844,0.0,365.1994323730469
2025-04-20 19:00:00,134.8285312652588,934.3430633544922,0.0,347.59971618652344
2025-04-20 20:00:00,141.4142656326294,903.6715316772461,0.0,366.7998580932617
2025-04-20 21:00:00,144.7071328163147,913.835765838623,0.0,374.89992904663086
2025-04-20 22:00:00,145.85356640815735,925.4178829193115,0.0,335.44996452331543
2025-04-20 23:00:00,146.92678320407867,935.7089414596558,0.0,363.7249822616577
